Nombre_Sala ;Zona_Sala;Ano_Mes;Total_Clientes;Clientes_Nuevos;Clientes_Recurrentes;Max_Valor_Cliente+Fact;Cant_Trx_Cliente+Fact;Nivel_ingresos_Cliente+Fact;Ciudad_Cliente+Fact;Genero_Cliente+Fact;Edad_Cliente+Fact;Cant_Trx_Cliente+Trx;Ticket_Prom_Cliente+Trx;Nivel_ingresos_Cliente+Trx;Ciudad_Cliente+Trx;Genero_Cliente+Trx;Edad_Cliente+Trx;Clientes_bancolombia;Clientes_ Otros_bancos;Persona_Natural;Persona_Juridica;Persona_Sin_Datos;Genero_Mujer;Genero_Hombre;Genero_Sin_datos;Mujer_Menor_17;Hombre_Menor_17;Mujer_17_a_24;Hombre_17_a_24;Mujer_25_a_36;Hombre_25_a_36;Mujer_37_a_49;Hombre_37_a_49;Mujer_50_a_64;Hombre_50_a_64;Mujer_Mayor_64;Hombre_Mayor_64;Edad_Sin_datos;Casado;Divorciado;Soltero;Union_Libre;Viudo;Estado_Civil_Sin_datos;Afinidad_Bienestar;Afinidad_Carro;Afinidad_Cine;Afinidad_Colegio;Afinidad_Comida_rapida;Afinidad_Compra_Online;Afinidad_Cultura;Afinidad_Decoracion;Afinidad_Deporte;Afinidad_Entretenimiento;Afinidad_Familia;Afinidad_Futbol;Afinidad_Mascotas;Afinidad_Mercado;Afinidad_Moda_General;Afinidad_Moda_Hombre;Afinidad_Moda_Mujer;Afinidad_Moto;Afinidad_Ninos;Afinidad_Reposteria;Afinidad_Restaurante;Afinidad_Salud;Afinidad_Tecnologia;Afinidad_Transporte publico;Afinidad_Universidad;Afinidad_Viajes;Cant_hijos_0;Cant_hijos_1;Cant_hijos_2;Cant_hijos_3;Cant_hijos_4+;Cant_hijos_Sin_datos;"Clientes bancolombia
Salario Minimo
0 a 1
% Clientes";"Clientes bancolombia
Salario Minimo
0 a 1
Ticket Promedio";"Clientes bancolombia
Salario Minimo
2 a 3
% Clientes";"Clientes bancolombia
Salario Minimo
2 a 3
Ticket Promedio";"Clientes bancolombia
Salario Minimo
4 a 6
% Clientes";"Clientes bancolombia
Salario Minimo
4 a 6
Ticket Promedio";"Clientes bancolombia
Salario Minimo
7 a 10
% Clientes";"Clientes bancolombia
Salario Minimo
7 a 10
Ticket Promedio";"Clientes bancolombia
Salario Minimo
+11
% Clientes";"Clientes bancolombia
Salario Minimo
+11
Ticket Promedio";"Clientes bancolombia
Ocupacion
Ama de casa
% de Clientes";"Clientes bancolombia
Ocupacion
Ama de casa
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Comerciante
% de Clientes";"Clientes bancolombia
Ocupacion
Comerciante
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Desempleado sin ingresos
% de Clientes";"Clientes bancolombia
Ocupacion
Desempleado sin ingresos
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Estudiante
% de Clientes";"Clientes bancolombia
Ocupacion
Estudiante
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Ganadero
% de Clientes";"Clientes bancolombia
Ocupacion
Ganader
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Independiente
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Jubilado
% de Clientes";"Clientes bancolombia
Ocupacion
Jubilado
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Otros
% de Clientes";"Clientes bancolombia
Ocupacion
Otros
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Profesional Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Profesional Independiente
% de Clientes";"Clientes bancolombia
Ocupacion
Rentista de capital
% de Clientes";"Clientes bancolombia
Ocupacion
Rentista de capital
% Ticket Promedio";"Clientes bancolombia
Ocupacion
Socio o Empleado
% de Clientes";"Clientes bancolombia
Ocupacion
Socio o empleado
% Ticket Promedio";"Clientes Bancolombia
Nivel digital 
Bajo";"Clientes Bancolombia
Nivel digital 
Medio";"Clientes Bancolombia
Nivel digital 
Alto";"Clientes Bancolombia
Nivel digital 
Muy alto";"Clientes Bancolombia
Nivel digital 
Sin datos";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Publico";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Particular";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Apss";"Clientes Bancolombia
Medios de transporte que usan mis clientes
Sin datos";"Clientes Bancolombia
Tipo de vivienda
Familiar";"Clientes Bancolombia
Tipo de vivienda
Propia";"Clientes Bancolombia
Tipo de vivienda
Sin datos";;
SALA BOGOTA SUR;417;202006;15;14;1;$1.548.453;1.0;0 a 1 SMMLV;BOGOTA D.C.;HOMBRES;25-36;2.0;$77.080;7 a 10 SMMLV;BOGOTA D.C.;MUJERES;25-36;15;0;15;0;0;8;7;0;1;0;2;0;4;3;1;1;0;3;0;0;0;2;0;10;3;0;0;2;7;3;0;8;2;0;4;2;1;0;0;0;2;9;1;1;0;2;2;6;3;1;4;0;2;10;2;3;0;0;0;20.00 %;$1.105.202;26.67 %;$119.490,00;26.67 %;$1.840.309;13.33 %;$95.053,00;13.33 %;$648.965;0,00%;$0;0,00%;$0;0,00%;$0;60.00 %;$1.081.638;20.00 %;$440.612;0,00%;$0;6.67 %;$434.000;0,00%;$0;0,00%;$0;13.33 %;$95.053,00;0,00%;$0;0,00%;$0;2;4;6;0;3;5;1;0;9;1;3;11;;
SALA BOGOTA SUR;417;202005;12;12;0;$864.292;1.0;2 a 3 SMMLV;BOGOTA D.C.;HOMBRES;37-49;2.0;$338.769;4 a 6 SMMLV;BOGOTA D.C.;MUJERES;37-49;12;0;12;0;0;4;8;0;0;0;0;0;1;1;1;4;2;2;0;1;0;6;1;2;3;0;0;0;5;0;0;2;3;2;4;3;1;0;0;1;1;4;3;2;0;0;1;4;5;0;1;0;0;11;0;0;1;0;0;0.00 %;$0;25.00 %;$1.102.111;25.00 %;$395.545;33.33 %;$741.956,00;16.67 %;$1.074.557;0,00%;$0;0,00%;$0;0,00%;$0;58.33 %;$817.342;0,00%;$0;0,00%;$0;25.00 %;$66.655;8.33 %;$1.222.294;0,00%;$0;0,00%;$0;0,00%;$0;8.33 %;$2.044.462;1;3;4;0;4;2;1;0;9;4;2;6;;
SALA BOGOTA SUR;417;202004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;202003;9;8;1;$2.202.213;2.0;7 a 10 SMMLV;BOGOTA D.C.;MUJERES;50-64;2.0;$2.202.213;7 a 10 SMMLV;BOGOTA D.C.;MUJERES;50-64;9;0;8;1;0;4;4;0;0;0;1;1;0;0;0;1;2;1;1;1;0;5;0;2;1;0;0;0;1;0;0;2;1;2;3;0;0;1;0;1;1;2;0;1;1;0;1;3;2;1;0;0;2;6;1;1;1;0;0;22.22 %;$352.851,00;0.00 %;$0;44.44 %;$519.665;22.22 %;$1.506.839;11.11 %;$320.785;11.11 %;$295.498;0,00%;$0;0,00%;$0;33.33 %;$1.092.596;0,00%;$0;0,00%;$0;22.22 %;$197.065;22.22 %;$752.561,00;11.11 %;$320.785;0,00%;$0;0,00%;$0;0,00%;$0;2;2;0;0;4;0;0;0;8;1;1;6;;
SALA BOGOTA SUR;417;202002;10;8;2;$1.552.990;2.0;2 a 3 SMMLV;BOGOTA D.C.;MUJERES;50-64;2.0;$1.552.990;2 a 3 SMMLV;BOGOTA D.C.;MUJERES;50-64;10;0;8;2;0;4;4;0;0;0;0;0;0;1;1;1;3;2;0;0;0;3;0;2;0;0;3;0;2;0;0;2;0;0;5;0;1;0;0;0;2;7;1;2;0;1;0;1;1;0;2;1;2;7;0;2;0;0;0;10.00 %;$635.000,00;20.00 %;$1.131.545;10.00 %;$69.408;10.00 %;$957.724,00;50.00 %;$547.985;10.00 %;$224.210;0,00%;$0;0,00%;$0;60.00 %;$791.454;0,00%;$0;0,00%;$0;10.00 %;$635.000;0,00%;$0;20.00 %;$598.208;0,00%;$0;0,00%;$0;0,00%;$0;1;1;2;0;4;2;1;0;5;2;2;4;;
SALA BOGOTA SUR;417;202001;15;3;12;$1.800.000;1.0;2 a 3 SMMLV;BOGOTA D.C.;MUJERES;37-49;2.0;$1.598.789;2 a 3 SMMLV;BOGOTA D.C.;HOMBRES;50-64;15;0;12;3;0;5;7;0;0;0;0;1;1;2;3;1;1;2;0;1;0;5;1;4;1;0;1;1;3;0;0;0;3;0;9;4;0;0;2;1;5;5;1;1;0;0;0;4;1;2;1;0;1;13;2;0;0;0;0;0.00 %;$0;13.33 %;$1.665.859;33.33 %;$406.727;6.67 %;$1.700.000;46.67 %;$974.101;0.00 %;$0;0.00 %;$0;0.00 %;$0;46.67 %;$724.274;0.00 %;$0;0.00 %;$0;13.33 %;$2.929.964;6.67 %;$64.615;20.00 %;$581.703;6.67 %;$1.598.788;0.00 %;$0;0.00 %;$0;4;2;3;0;6;1;1;0;6;4;1;3;;
SALA BOGOTA SUR;417;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201710;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA BOGOTA SUR;417;201701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;202007;63;60;3;$5.386.766;2.0;4 a 6 SMMLV;CALI;MUJERES;25-36;3.0;$1.128.249;4 a 6 SMMLV;CALI;MUJERES;50-64;24;39;24;0;0;11;13;0;0;0;1;0;2;4;5;4;3;4;0;1;0;6;0;10;4;0;4;1;9;1;0;7;2;1;11;2;2;0;0;1;9;9;0;4;0;0;2;3;6;3;0;0;4;18;2;2;1;1;0;12,50%;$702.984;20,83%;$624.589;25,00%;$1.671.181;12,50%;$496.802;29,17%;$658.597;12,50%;$268.001;8,33%;$238.309;0,00%;$0;41,67%;$910.984;8,33%;$1.394.287;0,00%;$0;12,50%;$128.640;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;4;4;8;0;8;0;1;0;23;6;4;14;;
SALA CALI;416;202006;28;16;12;$13.853.566;2.0;4 a 6 SMMLV;PALMIRA;HOMBRES;37-49;3.0;$146.008;+11 SMMLV;PALMIRA;HOMBRES;25-36;28;0;26;2;0;13;13;2;0;0;1;1;5;4;3;8;2;0;1;0;3;8;0;10;5;1;4;5;7;4;0;7;1;2;7;4;2;1;0;0;9;10;2;3;1;6;4;8;8;0;0;1;4;21;3;2;0;0;2;14,81%;$741.965;22,22%;$907.091;40,74%;$2.322.834;11,11%;$274;11,11%;$120.640;3,57%;$232.307;0,00%;$0;0,00%;$0;53,57%;$482.594;0,00%;$0;0,00%;$0;10,71%;$479.000;10,71%;$7.189.696;7,14%;$96.640;0,00%;$0;0,00%;$0;0,00%;$0;5;2;8;0;13;1;4;2;21;9;0;19;;
SALA CALI;416;202005;16;13;3;$1.070.540;2.0;+11 SMMLV;CALI;HOMBRES;37-49;3.0;$274.350;2 a 3 SMMLV;CALI;HOMBRES;50-64;16;0;12;4;0;3;9;4;0;0;0;0;2;4;0;4;0;1;0;0;5;4;1;2;4;0;5;0;7;4;0;5;2;1;10;3;1;1;0;0;2;6;0;2;0;4;2;2;2;2;0;0;2;9;2;2;0;0;3;13,31%;$325.608;13,33%;$313.662;6,67%;$305.926;40,00%;$1.376.357;26,67%;$1.077.565;0,00%;$0;0,00%;$0;0,00%;$0;43,75%;$504.205;0,00%;$0;0,00%;$0;12,50%;$97.780;6,25%;$274.350;25,00%;$1.507.948;6,25%;$421.216;0,00%;$0;0,00%;$0;3;1;3;0;9;0;3;1;12;5;0;11;;
SALA CALI;416;202004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;202003;17;13;4;$642.770;1.0;+11 SMMLV;CALI;HOMBRES;50-64;2.0;$534.640;4 a 6 SMMLV;CALI;MUJERES;65;17;0;17;0;0;5;12;0;0;0;1;0;1;3;1;3;0;5;2;1;0;5;2;6;1;1;2;2;8;1;0;4;1;2;9;4;1;0;0;1;4;7;0;4;0;3;1;3;3;2;0;0;4;9;3;4;1;0;0;0,00%;$0;23,53%;$309.042;23,56%;$445.066;0,00%;$0;52,94%;$442.838;0,00%;$0;11,76%;$620.816;0,00%;$0;17,65%;$274.264;0,00%;$0;0,00%;$0;23,53%;$342.407;17,65%;$503.704;0,00%;$0;0,00%;$0;0,00%;$0;11,76%;$852.016;5;0;4;1;7;1;1;0;15;3;4;10;;
SALA CALI;416;202002;22;19;3;$2.117.691;2.0;+11 SMMLV;CALI;HOMBRES;50-64;2.0;$2.117.691;+11 SMMLV;CALI;HOMBRES;50-64;22;0;21;1;0;11;10;1;0;0;0;0;2;3;5;5;3;2;1;0;1;9;1;5;4;0;3;0;7;0;0;0;4;0;13;0;0;0;0;0;8;9;0;4;0;0;0;0;7;0;0;0;8;13;1;6;0;2;0;4,54%;$260.990;13,64%;$773.388;22,73%;$720.779;9,09%;$177.176;50,00%;$923.713;0,00%;$0;13,64%;$1.118.757;0,00%;$0;40,91%;$956.446;0,00%;$0;0,00%;$0;18,18%;$313.060;0,00%;$0;0,00%;$0;0,00%;$0;9,09%;$219.839;0,00%;$0;4;1;6;1;10;0;1;0;21;7;5;10;;
SALA CALI;416;202001;27;22;5;$3.639.103;3.0;7 a 10 SMMLV;PALMIRA;HOMBRES;25-36;3.0;$3.639.106;7 a 10 SMMLV;PALMIRA;HOMBRES;50-64;27;0;27;0;0;13;14;0;0;0;1;1;6;8;4;1;1;3;1;1;0;10;0;11;2;0;4;9;0;0;0;6;0;0;7;0;0;0;0;0;8;10;0;8;0;0;0;0;9;0;0;0;0;22;2;3;0;0;0;7,41%;$205.810;3,70%;$292.949;29,63%;$670.160;18,52%;$1.616.021;40,74%;$1.183.643;0,00%;$0;7,41%;$431.423;0,00%;$0;55,56%;$1.620.240;11,11%;$164.919;0,00%;$0;11,11%;$604.211;7,41%;$444.275;0,00%;$0;0,00%;$0;0,00%;$0;0,00%;$0;4;2;13;2;5;1;4;1;21;5;5;22;;
SALA CALI;416;201912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALA CALI;416;201812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
