Fecha,Red de distribución de anuncios,Tipo de concordancia de la consulta,Impresiones,Clics de AdX,Coste,CPM,CPC,CTR,Coste por transacción,Coste por conversión de objetivo,Coste por conversión,RPC,Retorno de la inversión en publicidad (ROAS),day
2020-01-05,Google Search,Exact match,348,0,181424.0,521333.33333333343,2485.260273972603,0.2097701149425288,0.0,0.0,0.0,0.0,0.0,Saturday
2020-01-06,Google Search,Exact match,371,0,94070.0,253557.9514824798,1493.1746031746036,0.16981132075471694,0.0,18814.0,18814.0,0.0,0.0,Sunday
2020-01-06,Google Search,Broad match,4,0,5370.0,1342500.0,1342.5,1.0,0.0,1790.0,1790.0,0.0,0.0,Sunday
2020-01-06,Search partners,Phrase match,22,0,5580.0,253636.36363636365,1116.0,0.2272727272727273,0.0,0.0,0.0,0.0,0.0,Sunday
2020-01-06,Google Search,Phrase match,139,0,57620.0,414532.3741007194,1440.5,0.28776978417266186,0.0,19206.666666666668,19206.666666666668,0.0,0.0,Sunday
2020-01-07,Google Search,Broad match,8,0,6035.0,754375.0,1207.0,0.625,0.0,0.0,0.0,0.0,0.0,Monday
2020-01-07,Google Search,Exact match,257,0,84609.0,329217.8988326848,1208.7,0.2723735408560311,0.0,0.0,0.0,0.0,0.0,Monday
2020-01-07,Google Search,Phrase match,114,0,49057.0,430324.56140350865,1140.860465116279,0.3771929824561404,0.0,16352.333333333336,16352.333333333336,0.0,0.0,Monday
2020-01-08,Google Search,Exact match,344,0,112898.0,328191.8604651164,1764.03125,0.18604651162790692,0.0,37632.66666666666,37632.66666666666,0.0,0.0,Tuesday
2020-01-08,Google Search,Broad match,6,0,1545.0,257500.0,1545.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,Tuesday
2020-01-08,Google Search,Phrase match,155,0,94218.0,607858.064516129,1596.9152542372885,0.38064516129032255,0.0,31406.0,31406.0,0.0,0.0,Tuesday
2020-01-08,Search partners,Phrase match,18,0,63.0,3500.0000000000005,63.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,Tuesday
2020-01-09,Google Search,Broad match,5,0,8484.0,1696800.0,2828.0,0.6,0.0,0.0,0.0,0.0,0.0,Wednesday
2020-01-09,Google Search,Exact match,290,0,84763.0,292286.20689655177,1324.421875,0.2206896551724138,0.0,0.0,0.0,0.0,0.0,Wednesday
2020-01-09,Google Search,Phrase match,355,0,116028.0,326839.43661971827,1365.0352941176473,0.23943661971830985,0.0,0.0,0.0,0.0,0.0,Wednesday
2020-01-10,Google Search,Exact match,253,0,54158.0,214063.24110671933,1203.5111111111114,0.17786561264822134,0.0,0.0,0.0,0.0,0.0,Thursday
2020-01-10,Google Search,Phrase match,127,0,37605.0,296102.3622047244,964.2307692307692,0.3070866141732284,0.0,12535.0,12535.0,0.0,0.0,Thursday
2020-01-10,Search partners,Phrase match,15,0,135.0,9000.0,135.0,0.06666666666666668,0.0,0.0,0.0,0.0,0.0,Thursday
2020-01-10,Google Search,Broad match,11,0,13584.0,1234909.0909090908,2716.8,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,Thursday
2020-01-11,Google Search,Phrase match,116,0,42741.0,368456.89655172406,1017.6428571428572,0.3620689655172414,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-11,Google Search,Exact match,252,0,44939.0,178329.36507936512,1182.6052631578948,0.1507936507936508,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-11,Search partners,Phrase match,12,0,487.0,40583.333333333336,487.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-11,Google Search,Broad match,8,0,12171.0,1521375.0,2028.5,0.75,0.0,0.0,0.0,0.0,0.0,Friday
2020-01-12,Google Search,Exact match,270,0,48382.0,179192.59259259258,848.8070175438595,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,Saturday
2020-01-12,Search partners,Exact match,5,0,184.0,36800.0,184.0,0.2,0.0,0.0,0.0,0.0,0.0,Saturday
2020-01-12,Search partners,Phrase match,12,0,148.0,12333.333333333336,148.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,Saturday
2020-01-12,Google Search,Phrase match,107,0,61812.0,577682.2429906542,1545.3,0.37383177570093457,0.0,20604.0,20604.0,0.0,0.0,Saturday
2020-01-12,Google Search,Broad match,3,0,1214.0,404666.66666666674,1214.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,Saturday
2020-01-13,Google Search,Exact match,279,0,66594.0,238688.17204301074,1091.7049180327867,0.21863799283154128,0.0,22198.0,22198.0,0.0,0.0,Sunday
2020-01-13,Google Search,Phrase match,128,0,63323.0,494710.9375,1544.4634146341464,0.3203125,0.0,7915.375,7915.375,0.0,0.0,Sunday
2020-01-13,Google Search,Broad match,3,0,1797.0,599000.0,898.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,Sunday
2020-01-14,Google Search,Phrase match,109,0,57721.0,529550.4587155964,1443.025,0.3669724770642202,0.0,0.0,0.0,0.0,0.0,Monday
