,dias_primera_compra,dias_ultima_compra,ventas,frecuencia,monto,cluster
53707,0.4186330466728067,0.6049672279356991,-0.07839052601966306,-0.3057786575076739,-0.02532017702314233,1
83104,0.525059659282346,-0.2772800300692981,-0.003823667352445605,1.816838159317578,-0.022380424635006474,3
104724,-0.9639541189394054,-0.7854158824940342,-0.07839052601966306,-0.3057786575076739,-0.024898010217910025,0
103355,-0.6168691300686558,-0.4363737979062648,-0.07839052601966306,-0.3057786575076739,-0.0253804479946966,0
5311,1.2623755610547391,1.4534673230661883,-0.07839052601966306,-0.3057786575076739,-0.024798498613805734,1
67969,-0.8949206404899746,-0.7159931474379033,-0.07839052601966306,-0.3057786575076739,-0.024380246871683352,0
121637,1.6631532553861572,1.8565048682531706,-0.07839052601966306,-0.3057786575076739,-0.024606260514971567,1
64925,-0.2832073175630735,-0.10083057846829865,-0.07839052601966306,-0.3057786575076739,-0.025324207088106055,0
62955,1.7590330865659223,0.8469825959786,-0.003823667352445605,2.065097436139245,-0.024268232566038377,3
59735,0.5845051546138003,0.7717746330011248,-0.07839052601966306,-0.3057786575076739,-0.024875697358231832,1
769,0.4080862652430326,0.594360976746568,-0.07839052601966306,-0.3057786575076739,-0.02528214141001695,1
64820,1.2144356454648566,1.403328681081205,-0.041107096686054334,-0.29957217558713223,-0.02525003839252365,1
67221,-1.1585901762343285,-1.0033261341980007,0.03345976198116313,-0.27474624790496555,-0.02459342530807097,0
41090,-0.5689292144787733,-0.3881635652283961,-0.07839052601966306,-0.3057786575076739,-0.025365702757006742,0
16023,-0.8143815822989718,-0.7998789522973948,-0.041107096686054334,0.22177230573836818,-0.022178646382387212,0
60263,-1.1384554116865777,-0.9657221527092631,-0.041107096686054334,-0.29336569366659054,-0.022937848620553578,0
44131,1.444547240296293,0.1460058128423891,-0.003823667352445605,2.890559531571287,-0.02506675293800406,3
112727,-0.3685403673130644,-0.18664479263490494,-0.07839052601966306,-0.3057786575076739,-0.025298229169347947,0
87498,1.9335343793130946,-1.1855608137203444,0.7791283486533378,0.5817482571297852,0.008747377138035787,3
37194,-0.4586674086220435,-0.3110271929438062,-0.041107096686054334,-0.2002684648584655,-0.023586876582735825,0
82386,0.4541085842093198,-0.8509817989359356,0.03345976198116313,2.0899233638214114,-0.02284873218401701,3
6265,0.018814150653186448,-0.37466470007859287,-0.003823667352445605,0.9293112446801188,-0.023648790080767246,0
54886,-0.5813935925321428,-0.400698225724642,-0.07839052601966306,-0.3057786575076739,-0.02473523259397197,0
76820,1.309356678332824,-0.9310107851811976,-0.041107096686054334,7.520595044295374,-0.024787555937412296,2
110268,-1.2956983348213924,-1.1392789903495903,-0.041107096686054334,-0.2437138383022572,-0.02360483687225158,0
119879,1.0667807054480185,1.256769573740484,-0.07839052601966306,-0.3057786575076739,-0.025099688468917285,1
103694,-1.5440270975769839,-1.3687596978962455,-0.07839052601966306,-0.3057786575076739,-0.025013157074051,0
860,-0.7856176329450424,-0.6099306355465921,-0.041107096686054334,-0.29336569366659054,-0.025222387946804793,0
15795,-0.0578897142906256,0.0977955801645204,-0.041107096686054334,-0.2188879106200905,-0.01967138096584238,0
121958,-0.9572425307568219,-0.7786664499191326,-0.07839052601966306,-0.3057786575076739,-0.025304601772072846,0
